"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"899696030819766273","","","2017-08-21 18:13:43 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mostly clouds, but getting glimpses!!! https://t.co/miRpkMowJe","","","","https://twitter.com/MrWSci/status/899696030819766273/photo/1"
"899685376297771009","","","2017-08-21 17:31:23 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @Space_Station: It's the moon, sunspots AND the station in front of the sun. @NASA photographer captures station transiting sun during #…","899679364920389632","1451773004","2017-08-21 17:07:30 +0000","https://twitter.com/Space_Station/status/899679364920389632/photo/1"
"899657886661586944","","","2017-08-21 15:42:09 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Today in Physics:
Whiteboards on Whiteboards #D118Life https://t.co/oS8kZCpxoT","","","","https://twitter.com/MrWSci/status/899657886661586944/photo/1"
"898989264721018880","","","2017-08-19 19:25:17 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I moved to Illinois so I could run *without* hills, and all of you here are purposely finding crazy hills just to run up... https://t.co/Kyi5Cd73Ma","","","","https://twitter.com/WaucondaXC_BTF/status/898900940094353408"
"898985077492809728","898670488246988800","896033721400406016","2017-08-19 19:08:39 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@Baldino_Science This should be easy - last non-Wauconda #BulldogPhysics tweet was April of 2016. 

Looks abandoned, so I say we have clear squatter's rights","","","",""
"898507249210892288","","","2017-08-18 11:29:56 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Moving to IL has been great, but bummed to be missing @EdCampCT today (which I've helped w/ since its inception). https://t.co/ET3F5aByfG https://t.co/n80cugmXGz","","","","http://www.edcampct.org,https://twitter.com/MrWSci/status/898507249210892288/photo/1"
"898332054357549056","898316787506393089","2977441752","2017-08-17 23:53:46 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@BulldogLife_WHS @Mrs_Fike @CoachLandvick @LisaDeWelde  https://t.co/rrKLkX7jO7","","","","https://twitter.com/MrWSci/status/898332054357549056/photo/1"
"898271438876024833","","","2017-08-17 19:52:54 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Data collection is hard.
Fast tumble buggies are extra tricky. I wonder if there's greater experimental error w/ faster buggies 🤔🤔🤔#D118Life https://t.co/mPkawTpLUO","","","","https://twitter.com/MrWSci/status/898271438876024833/video/1"
"898225880723542016","","","2017-08-17 16:51:52 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @kellyoshea: @physicistdanny @scottahill Just finished reading this. Highly recommend. https://t.co/i0qddDOriJ #iteachphysics","898188002178068480","17115614","2017-08-17 14:21:21 +0000","https://www.amazon.com/Designing-Groupwork-Strategies-Heterogeneous-Classroom/dp/0807755664/ref=pd_lpo_sbs_14_t_0?_encoding=UTF8&psc=1&refRID=PPGSNWBH4PHCW10AKASF,https://www.amazon.com/Designing-Groupwork-Strategies-Heterogeneous-Classroom/dp/0807755664/ref=pd_lpo_sbs_14_t_0?_encoding=UTF8&psc=1&refRID=PPGSNWBH4PHCW10AKASF"
"898224642904793088","","","2017-08-17 16:46:57 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Breaking some spaghetti bridges, followed up by graphical analysis of the data. 📈 #D118Life https://t.co/GKT16Lx2fo","","","","https://twitter.com/MrWSci/status/898224642904793088/video/1"
"897905188085702656","","","2017-08-16 19:37:33 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","And that's a wrap on day 1 of the 2017-2018 school year. The year is already flying by.","","","",""
"897898803185016836","","","2017-08-16 19:12:11 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🤔🤔🤔 @Baldino_Science https://t.co/7OzNIeEGR1","","","","https://twitter.com/mrwsci/status/897884837599694859"
"897884893421633536","897881339394969609","393734792","2017-08-16 18:16:55 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@maalmeida85 Thanks! I was looking for a nice background and knew that was the one the instant I saw it. :-)","","","",""
